id,year,month,branch_id,patron_type,shelving_location,checkouts,renewals
3102,2026,2,3,JUVENILE,J-CALDECTT,17,14
3103,2026,2,3,JUVENILE,J-DVD,101,122
3104,2026,2,3,JUVENILE,J-EASY,138,106
3105,2026,2,3,JUVENILE,J-EASY-F,6,9
3106,2026,2,3,JUVENILE,J-EASY-PBK,1,1
3107,2026,2,3,JUVENILE,J-EASY-PIC,2,1
3108,2026,2,3,JUVENILE,J-FIC,318,227
3109,2026,2,3,JUVENILE,J-GRA,184,138
3110,2026,2,3,JUVENILE,J-GRA-COM,4,1
3111,2026,2,3,JUVENILE,J-GRC,1,0
3112,2026,2,3,JUVENILE,J-HOLIDAY,2,1
3113,2026,2,3,JUVENILE,J-NEW,1,0
3114,2026,2,3,JUVENILE,J-NEWBERY,12,11
3115,2026,2,3,JUVENILE,J-NF,263,218
3116,2026,2,3,JUVENILE,J-PBK,46,43
3117,2026,2,3,JUVENILE,J-PIC-BOOK,428,317
3118,2026,2,3,JUVENILE,J-ROOM,3,1
3119,2026,2,3,JUVENILE,J-SPA,2,2
3120,2026,2,3,JUVENILE,T-FIC,4,5
3121,2026,2,3,JUVENILE,T-GRA,5,1
3122,2026,2,3,JUVENILE,YA,34,38
3123,2026,2,3,JUVENILE,YA-FIC,20,24
3124,2026,2,3,JUVENILE,YA-GRA,58,51
3125,2026,2,3,JUVENILE,YA-MANGA,2,0
3126,2026,2,3,JUVENILE,YA-NF,1,2
3127,2026,2,3,JUVENILE,YA-PBK,7,3
3128,2026,2,3,MISSING,A-BIO,2,0
3129,2026,2,3,MISSING,A-DVD,1,0
3130,2026,2,3,MISSING,A-FIC,16,0
3131,2026,2,3,MISSING,A-GRA,1,0
3132,2026,2,3,MISSING,A-HOTSPOT,1,0
3133,2026,2,3,MISSING,A-LEASE-FI,4,0
3134,2026,2,3,MISSING,A-LP,1,0
3135,2026,2,3,MISSING,A-NEWBK-NF,1,0
3136,2026,2,3,MISSING,A-NF,4,0
3137,2026,2,3,MISSING,A-VID-GAME,1,0
3138,2026,2,3,MISSING,J-DVD,1,0
3139,2026,2,3,MISSING,J-EASY,3,0
3140,2026,2,3,MISSING,J-EASY-PIC,1,0
3141,2026,2,3,MISSING,J-FIC,4,0
3142,2026,2,3,MISSING,J-GRA,3,0
3143,2026,2,3,MISSING,J-NEWBERY,1,0
3144,2026,2,3,MISSING,J-NF,6,0
3145,2026,2,3,MISSING,J-PBK,5,0
3146,2026,2,3,MISSING,J-PIC-BOOK,12,0
3147,2026,2,3,MISSING,YA-FIC,3,0
3148,2026,2,3,MISSING,YA-GRA,2,0
3149,2026,2,3,PRGMNG,A-AUD,1,0
3150,2026,2,3,PRGMNG,A-BIO,10,0
3151,2026,2,3,PRGMNG,A-BK-CLUB,2,1
3152,2026,2,3,PRGMNG,A-CHRISTIA,1,0
3153,2026,2,3,PRGMNG,A-DVD,1,0
3154,2026,2,3,PRGMNG,A-FIC,94,3
3155,2026,2,3,PRGMNG,A-HOMESCH,1,0
3156,2026,2,3,PRGMNG,A-KIT,1,0
3157,2026,2,3,PRGMNG,A-LEASE-FI,1,0
3158,2026,2,3,PRGMNG,A-LEASE-LP,1,0
3159,2026,2,3,PRGMNG,A-LEASE-NF,2,0
3160,2026,2,3,PRGMNG,A-LP,2,0
3161,2026,2,3,PRGMNG,A-LP-FIC,2,0
3162,2026,2,3,PRGMNG,A-LP-NF,1,0
3163,2026,2,3,PRGMNG,A-NEWBIO,1,0
3164,2026,2,3,PRGMNG,A-NEWBK,2,0
3165,2026,2,3,PRGMNG,A-NEWBK-FI,7,0
3166,2026,2,3,PRGMNG,A-NEWBK-NF,5,1
3167,2026,2,3,PRGMNG,A-NF,51,5
3168,2026,2,3,PRGMNG,J-BEGINREA,1,0
3169,2026,2,3,PRGMNG,J-BOARD-BK,41,0
3170,2026,2,3,PRGMNG,J-CALDECTT,13,0
3171,2026,2,3,PRGMNG,J-DVD,1,0
3172,2026,2,3,PRGMNG,J-EASY,147,1
3173,2026,2,3,PRGMNG,J-EASY-F,9,0
3174,2026,2,3,PRGMNG,J-EASY-PIC,5,0
3175,2026,2,3,PRGMNG,J-FIC,22,4
3176,2026,2,3,PRGMNG,J-GRA,8,2
3177,2026,2,3,PRGMNG,J-HOLIDAY,6,0
3178,2026,2,3,PRGMNG,J-NF,27,0
3179,2026,2,3,PRGMNG,J-PBK,2,0
3180,2026,2,3,PRGMNG,J-PIC-BOOK,723,7
3181,2026,2,3,PRGMNG,J-SPA,1,0
3182,2026,2,3,PRGMNG,YA,6,0
3183,2026,2,3,PRGMNG,YA-FIC,1,0
3184,2026,2,3,PRGMNG,YA-GRA,1,2
3185,2026,2,3,REPAIR,J-PIC-BOOK,1,0
3186,2026,2,3,STAFF-PERS,A-AUD,2,1
3187,2026,2,3,STAFF-PERS,A-AUD-CD,1,0
3188,2026,2,3,STAFF-PERS,A-BIO,3,0
3189,2026,2,3,STAFF-PERS,A-DVD,3,6
3190,2026,2,3,STAFF-PERS,A-FIC,22,18
3191,2026,2,3,STAFF-PERS,A-HOMESCH,6,0
3192,2026,2,3,STAFF-PERS,A-KIT,1,0
3193,2026,2,3,STAFF-PERS,A-LEASE-FI,1,0
3194,2026,2,3,STAFF-PERS,A-LEASE-LP,1,0
3195,2026,2,3,STAFF-PERS,A-LP-FIC,1,0
3196,2026,2,3,STAFF-PERS,A-NEWBK-FI,8,6
3197,2026,2,3,STAFF-PERS,A-NEWBK-NF,6,3
3198,2026,2,3,STAFF-PERS,A-NF,17,16
3199,2026,2,3,STAFF-PERS,ILL,3,0
3200,2026,2,3,STAFF-PERS,J-BIO,1,8
3201,2026,2,3,STAFF-PERS,J-DVD,10,1
3202,2026,2,3,STAFF-PERS,J-EASY,8,11
3203,2026,2,3,STAFF-PERS,J-FIC,3,2
3204,2026,2,3,STAFF-PERS,J-GRA,3,2
3205,2026,2,3,STAFF-PERS,J-NF,6,19
3206,2026,2,3,STAFF-PERS,J-PBK,3,4
3207,2026,2,3,STAFF-PERS,J-PIC-BOOK,17,25
3208,2026,2,3,STAFF-PERS,T-FIC,3,0
3209,2026,2,3,STAFF-PERS,YA,4,1
3210,2026,2,3,STAFF-PERS,YA-FIC,2,15
3211,2026,2,3,STAFF-PERS,YA-GRA,1,0
3212,2026,2,3,STAFF-PERS,YA-PBK,2,2
3213,2026,2,3,TEEN,A-FIC,3,13
3214,2026,2,3,TEEN,A-NEWBIO,1,0
3215,2026,2,3,TEEN,A-NF,9,5
3216,2026,2,3,TEEN,J-FIC,2,1
3217,2026,2,3,TEEN,J-PBK,2,2
3218,2026,2,3,TEEN,T-FIC,2,0
3219,2026,2,3,TEEN,YA,1,3
3220,2026,2,3,TEEN,YA-FIC,9,3
3221,2026,2,3,TEEN,YA-GRA,3,0
3222,2026,2,3,TEEN,YA-PBK,1,0
3223,2026,2,3,,A-FIC,3,0
3224,2026,2,3,,A-NF,1,0
3225,2026,2,13,ADULT,A-DVD,1,1
3226,2026,2,13,ADULT,A-FIC,32,43
3227,2026,2,13,ADULT,A-LEASE-FI,1,2
3228,2026,2,13,ADULT,A-LP,2,2
3229,2026,2,13,ADULT,A-NEWBK,2,2
3230,2026,2,13,ADULT,A-NEWBK-FI,7,3
3231,2026,2,13,ADULT,A-NEWBK-LP,1,0
3232,2026,2,13,ADULT,A-NEWBK-NF,3,4
3233,2026,2,13,ADULT,A-NF,17,30
3234,2026,2,13,ADULT,A-VID-GAME,1,1
3235,2026,2,13,ADULT,J-BEGINREA,1,4
3236,2026,2,13,ADULT,J-BIO,1,3
3237,2026,2,13,ADULT,J-BOARD-BK,1,0
3238,2026,2,13,ADULT,J-EASY,3,8
3239,2026,2,13,ADULT,J-EASY-F,1,0
3240,2026,2,13,ADULT,J-FIC,13,19
3241,2026,2,13,ADULT,J-GRA,4,11
3242,2026,2,13,ADULT,J-NF,3,14
3243,2026,2,13,ADULT,J-PBK,1,8
3244,2026,2,13,ADULT,J-PIC-BOOK,1,12
3245,2026,2,13,ADULT,T-FIC,1,3
3246,2026,2,13,ADULT,YA,1,0
3247,2026,2,13,ADULT,YA-FIC,2,1
3248,2026,2,13,ADULT,YA-GRA,1,0
3249,2026,2,13,ADULT,YA-NF,1,0
3250,2026,2,13,INST-TEACH,A-DVD,1,0
3251,2026,2,13,INST-TEACH,A-NF,1,0
3252,2026,2,13,INST-TEACH,J-NF,2,0
3253,2026,2,13,INST-TEACH,J-PIC-BOOK,1,0
3254,2026,2,13,J-INTERNET,J-FIC,1,1
3255,2026,2,13,J-INTERNET,J-NF,2,4
3256,2026,2,13,J-INTERNET,J-PBK,4,0
3257,2026,2,13,J-INTERNET,YA-GRA,1,0
3258,2026,2,13,JUVENILE,A-FIC,1,1
3259,2026,2,13,JUVENILE,J-FIC,6,14
3260,2026,2,13,JUVENILE,YA-FIC,1,0
3261,2026,2,13,PRGMNG,J-GRA,1,0
3262,2026,2,13,PRGMNG,J-PIC-BOOK,1,0
3263,2026,2,13,STAFF-PERS,J-EASY,1,0
3264,2026,2,4,A-NONRES,A-FIC,1,1
3265,2026,2,4,A-NONRES,A-HOTSPOT,2,0
3266,2026,2,4,A-NONRES,J-EASY,8,2
3267,2026,2,4,A-NONRES,J-FIC,3,8
3268,2026,2,4,A-NONRES,J-GRA,2,0
3269,2026,2,4,A-NONRES,J-NF,2,1
3270,2026,2,4,A-NONRES,J-PBK,4,1
3271,2026,2,4,A-NONRES,J-PIC-BOOK,14,23
3272,2026,2,4,ADULT,A-AUD,47,17
3273,2026,2,4,ADULT,A-AUD-CD,40,21
3274,2026,2,4,ADULT,A-AUD-F,1,1
3275,2026,2,4,ADULT,A-BIO,8,2
3276,2026,2,4,ADULT,A-BK-CLUB,1,0
3277,2026,2,4,ADULT,A-DVD,161,88
3278,2026,2,4,ADULT,A-DVD-FIC,3,0
3279,2026,2,4,ADULT,A-DVD-TV,2,1
3280,2026,2,4,ADULT,A-FIC,562,397
3281,2026,2,4,ADULT,A-GRA,1,0
3282,2026,2,4,ADULT,A-HOTSPOT,21,5
3283,2026,2,4,ADULT,A-KIT-HOBB,1,1
3284,2026,2,4,ADULT,A-LEASE-FI,20,6
3285,2026,2,4,ADULT,A-LEASE-LP,3,1
3286,2026,2,4,ADULT,A-LEASE-NF,1,0
3287,2026,2,4,ADULT,A-LP,74,51
3288,2026,2,4,ADULT,A-LP-FIC,20,5
3289,2026,2,4,ADULT,A-LP-MYS,3,0
3290,2026,2,4,ADULT,A-LP-NF,1,2
3291,2026,2,4,ADULT,A-MYSTERY,4,3
3292,2026,2,4,ADULT,A-NEWBK,3,1
3293,2026,2,4,ADULT,A-NEWBK-FI,172,94
3294,2026,2,4,ADULT,A-NEWBK-LP,24,13
3295,2026,2,4,ADULT,A-NEWBK-NF,71,86
3296,2026,2,4,ADULT,A-NF,210,188
3297,2026,2,4,ADULT,A-PBK,1,0
3298,2026,2,4,ADULT,A-PULLED,1,0
3299,2026,2,4,ADULT,A-SCIFIC,1,0
3300,2026,2,4,ADULT,A-SFI-FAN,1,2
3301,2026,2,4,ADULT,A-SPA,1,0
3302,2026,2,4,ADULT,A-SPA-FIC,1,0
3303,2026,2,4,ADULT,A-VID-GAME,7,13
3304,2026,2,4,ADULT,A-VIS-MEDI,1,1
3305,2026,2,4,ADULT,ILL,8,0
3306,2026,2,4,ADULT,J-BIO,1,1
3307,2026,2,4,ADULT,J-BOARD-BK,6,0
3308,2026,2,4,ADULT,J-CALDECTT,8,10
3309,2026,2,4,ADULT,J-DVD,40,40
3310,2026,2,4,ADULT,J-EASY,253,214
3311,2026,2,4,ADULT,J-EASY-F,1,0
3312,2026,2,4,ADULT,J-EASY-PIC,1,0
3313,2026,2,4,ADULT,J-FIC,170,205
3314,2026,2,4,ADULT,J-GRA,110,123
3315,2026,2,4,ADULT,J-HOLIDAY,1,0
3316,2026,2,4,ADULT,J-KIT,7,7
3317,2026,2,4,ADULT,J-NEWBERY,4,11
3318,2026,2,4,ADULT,J-NF,234,193
3319,2026,2,4,ADULT,J-PBK,62,52
3320,2026,2,4,ADULT,J-PIC-BOOK,601,503
3321,2026,2,4,ADULT,J-ROOM,1,1
3322,2026,2,4,ADULT,J-SPA,5,11
3323,2026,2,4,ADULT,T-FIC,2,2
3324,2026,2,4,ADULT,T-MANGA,1,0
3325,2026,2,4,ADULT,YA,18,35
3326,2026,2,4,ADULT,YA-BIO,1,0
3327,2026,2,4,ADULT,YA-FIC,15,11
3328,2026,2,4,ADULT,YA-GRA,41,15
3329,2026,2,4,ADULT,YA-GRA-BIO,1,0
3330,2026,2,4,ADULT,YA-PBK,7,5
3331,2026,2,4,DAMAGED,A-DVD,2,0
3332,2026,2,4,DAMAGED,DAMAGED,1,0
3333,2026,2,4,DAMAGED,YA-FIC,1,0
3334,2026,2,4,DAMAGED,YA-GRA,1,0
3335,2026,2,4,DISCARD,A-FIC,4,0
3336,2026,2,4,DISCARD,A-LP,1,0
3337,2026,2,4,DISCARD,A-NF,6,0
3338,2026,2,4,DISCARD,DAMAGED,2,0
3339,2026,2,4,DISCARD,J-CALDECTT,1,0
3340,2026,2,4,DISCARD,J-EASY,1,0
3341,2026,2,4,DISCARD,J-FIC,1,0
3342,2026,2,4,DISCARD,J-GRA,4,0
3343,2026,2,4,DISCARD,J-NF,2,0
3344,2026,2,4,DISCARD,J-PBK,1,0
3345,2026,2,4,DISCARD,J-PIC-BOOK,2,0
3346,2026,2,4,DISCARD,YA,1,0
3347,2026,2,4,DISCARD,YA-GRA,1,0
3348,2026,2,4,INST-TEACH,J-CALDECTT,1,0
3349,2026,2,4,INST-TEACH,J-EASY,3,0
3350,2026,2,4,INST-TEACH,J-NF,1,0
3351,2026,2,4,INST-TEACH,J-PIC-BOOK,4,0
3352,2026,2,4,J-INTERNET,A-BIO,1,2
3353,2026,2,4,J-INTERNET,A-FIC,5,6
3354,2026,2,4,J-INTERNET,A-NEWBK-NF,1,0
3355,2026,2,4,J-INTERNET,J-CALDECTT,1,0
3356,2026,2,4,J-INTERNET,J-DVD,6,4
3357,2026,2,4,J-INTERNET,J-EASY,8,4
3358,2026,2,4,J-INTERNET,J-FIC,13,9
3359,2026,2,4,J-INTERNET,J-GRA,10,4
3360,2026,2,4,J-INTERNET,J-NF,21,12
3361,2026,2,4,J-INTERNET,J-PBK,7,3
3362,2026,2,4,J-INTERNET,J-PIC-BOOK,13,8
3363,2026,2,4,JR-NONRES,J-EASY,4,0
3364,2026,2,4,JR-NONRES,J-PIC-BOOK,5,0
3365,2026,2,4,JUVENILE,A-BIO,1,1
3366,2026,2,4,JUVENILE,A-DVD,1,4
3367,2026,2,4,JUVENILE,A-FIC,4,5
3368,2026,2,4,JUVENILE,A-LP,3,4
3369,2026,2,4,JUVENILE,A-NF,14,16
3370,2026,2,4,JUVENILE,A-VID-GAME,1,0
3371,2026,2,4,JUVENILE,J-BIO,1,1
3372,2026,2,4,JUVENILE,J-BOARD-BK,4,0
3373,2026,2,4,JUVENILE,J-CALDECTT,1,2
3374,2026,2,4,JUVENILE,J-DVD,8,23
3375,2026,2,4,JUVENILE,J-EASY,64,42
3376,2026,2,4,JUVENILE,J-FIC,69,74
3377,2026,2,4,JUVENILE,J-GRA,32,107
3378,2026,2,4,JUVENILE,J-NEWBERY,1,3
3379,2026,2,4,JUVENILE,J-NF,48,76
3380,2026,2,4,JUVENILE,J-PBK,22,32
3381,2026,2,4,JUVENILE,J-PIC-BOOK,146,116
3382,2026,2,4,JUVENILE,YA,13,6
3383,2026,2,4,JUVENILE,YA-FIC,6,3
3384,2026,2,4,JUVENILE,YA-GRA,4,41
3385,2026,2,4,JUVENILE,YA-MANGA,1,1
3386,2026,2,4,JUVENILE,YA-PBK,4,3
3387,2026,2,4,MISSING,A-FIC,1,0
3388,2026,2,4,MISSING,A-HOTSPOT,6,0
3389,2026,2,4,MISSING,A-LP,2,0
3390,2026,2,4,MISSING,A-NF,1,0
3391,2026,2,4,MISSING,J-AUD,1,0
3392,2026,2,4,MISSING,J-EASY,1,0
3393,2026,2,4,MISSING,J-FIC,2,0
3394,2026,2,4,MISSING,J-NF,2,0
3395,2026,2,4,MISSING,J-PIC-BOOK,5,0
3396,2026,2,4,MISSING,YA-GRA,1,0
3397,2026,2,4,PRGMNG,A-AUD,1,0
3398,2026,2,4,PRGMNG,A-AUD-CD,1,0
3399,2026,2,4,PRGMNG,A-DISPLAY,1,0
3400,2026,2,4,PRGMNG,A-DVD,6,2
3401,2026,2,4,PRGMNG,A-FIC,22,0
3402,2026,2,4,PRGMNG,A-LP,5,0
3403,2026,2,4,PRGMNG,A-NEWBK-NF,2,0
3404,2026,2,4,PRGMNG,A-NF,39,1
3405,2026,2,4,PRGMNG,J-BIO,1,0
3406,2026,2,4,PRGMNG,J-BOARD-BK,2,0
3407,2026,2,4,PRGMNG,J-DVD,2,3
3408,2026,2,4,PRGMNG,J-EASY,13,0
3409,2026,2,4,PRGMNG,J-FIC,1,0
3410,2026,2,4,PRGMNG,J-GRA,1,0
3411,2026,2,4,PRGMNG,J-GRA-COM,1,0
3412,2026,2,4,PRGMNG,J-NF,30,1
3413,2026,2,4,PRGMNG,J-PIC-BOOK,61,3
3414,2026,2,4,PRGMNG,YA,1,0
3415,2026,2,4,PRGMNG,YA-GRA,1,0
3416,2026,2,4,STAFF-PERS,A-BIO,1,1
3417,2026,2,4,STAFF-PERS,A-DVD,8,7
3418,2026,2,4,STAFF-PERS,A-DVD-FIC,1,0
3419,2026,2,4,STAFF-PERS,A-FIC,22,9
3420,2026,2,4,STAFF-PERS,A-GRA,9,0
3421,2026,2,4,STAFF-PERS,A-LP,2,4
3422,2026,2,4,STAFF-PERS,A-LP-FIC,7,1
3423,2026,2,4,STAFF-PERS,A-MYSTERY,5,4
3424,2026,2,4,STAFF-PERS,A-NEWBK,1,0
3425,2026,2,4,STAFF-PERS,A-NEWBK-FI,7,2
3426,2026,2,4,STAFF-PERS,A-NEWBK-NF,5,2
3427,2026,2,4,STAFF-PERS,A-NF,14,2
3428,2026,2,4,STAFF-PERS,A-SC,2,0
3429,2026,2,4,STAFF-PERS,A-SCIFIC,2,0
3430,2026,2,4,STAFF-PERS,J-BIO,1,0
3431,2026,2,4,STAFF-PERS,J-DVD,6,0
3432,2026,2,4,STAFF-PERS,J-EASY,8,0
3433,2026,2,4,STAFF-PERS,J-FIC,1,0
3434,2026,2,4,STAFF-PERS,J-GRA,1,0
3435,2026,2,4,STAFF-PERS,J-NF,6,1
3436,2026,2,4,STAFF-PERS,J-PIC-BOOK,2,0
3437,2026,2,4,STAFF-PERS,YA-FIC,2,0
3438,2026,2,4,STAFF-PERS,YA-GRA,10,3
3439,2026,2,4,STAFF-PERS,YA-MANGA,2,0
3440,2026,2,4,TEEN,A-NEWBK-NF,2,0
3441,2026,2,4,TEEN,A-NF,4,0
3442,2026,2,4,TEEN,J-FIC,1,0
3443,2026,2,4,TEEN,YA,2,10
3444,2026,2,4,TEEN,YA-PBK,1,1
3445,2026,2,4,YCLCIRC,A-FIC,1,0
3446,2026,2,4,YCLCIRC,A-NEWBK-FI,1,0
3447,2026,2,4,YCLCIRC,A-NF,2,0
3448,2026,2,4,YCLCIRCSUP,A-AUD,1,0
3449,2026,2,4,YCLCIRCSUP,A-AUD-CD,2,0
3450,2026,2,14,ADULT,A-AUD,1,0
3451,2026,2,14,ADULT,A-DVD,2,3
3452,2026,2,14,ADULT,A-FIC,38,33
3453,2026,2,14,ADULT,A-HOMESCH,1,0
3454,2026,2,14,ADULT,A-LEASE-FI,2,0
3455,2026,2,14,ADULT,A-LP,7,2
3456,2026,2,14,ADULT,A-NEWBK,2,3
3457,2026,2,14,ADULT,A-NEWBK-FI,10,0
3458,2026,2,14,ADULT,A-NEWBK-LP,3,1
3459,2026,2,14,ADULT,A-NF,25,24
3460,2026,2,14,ADULT,A-PBK,1,0
3461,2026,2,14,ADULT,A-SCIFIC,1,1
3462,2026,2,14,ADULT,DDRC,1,0
3463,2026,2,14,ADULT,J-BEGINREA,2,3
3464,2026,2,14,ADULT,J-BOARD-BK,2,1
3465,2026,2,14,ADULT,J-CALDECTT,1,2
3466,2026,2,14,ADULT,J-EASY,1,2
3467,2026,2,14,ADULT,J-EASY-F,1,4
3468,2026,2,14,ADULT,J-FIC,11,7
3469,2026,2,14,ADULT,J-GRA,5,2
3470,2026,2,14,ADULT,J-NEWBERY,2,1
3471,2026,2,14,ADULT,J-NF,9,11
3472,2026,2,14,ADULT,J-PBK,3,1
3473,2026,2,14,ADULT,J-PIC-BOOK,9,2
3474,2026,2,14,ADULT,YA,1,2
3475,2026,2,14,ADULT,YA-FIC,1,2
3476,2026,2,14,ADULT,YA-PBK,1,0
3477,2026,2,14,JUVENILE,J-CALDECTT,1,0
3478,2026,2,14,JUVENILE,J-EASY,2,0
3479,2026,2,14,JUVENILE,J-GRA,1,0
3480,2026,2,14,JUVENILE,J-PBK,1,0
3481,2026,2,14,JUVENILE,J-PIC-BOOK,1,0
3482,2026,2,14,JUVENILE,YA-FIC,1,0
3483,2026,2,14,PRGMNG,A-LP,1,0
3484,2026,2,1,ADULT,A-AUD,2,7
3485,2026,2,1,ADULT,A-DVD,3,25
3486,2026,2,1,ADULT,A-FIC,7,117
3487,2026,2,1,ADULT,A-NF,8,75
3488,2026,2,1,ADULT,J-DVD,1,7
3489,2026,2,1,ADULT,J-EASY,3,62
3490,2026,2,1,ADULT,J-FIC,2,55
3491,2026,2,1,ADULT,J-NF,2,96
3492,2026,2,1,ADULT,J-PIC-BOOK,4,99
3493,2026,2,1,ADULT,J-SPA,1,6
3494,2026,2,1,ADULT,YA-PBK,1,1
3495,2026,2,1,DAMAGED,A-DVD,1,0
3496,2026,2,1,DAMAGED,A-FIC,1,0
3497,2026,2,1,DAMAGED,J-PIC-BOOK,1,0
3498,2026,2,1,DISCARD,A-DVD,1,0
3499,2026,2,1,DISCARD,A-FIC,1,0
3500,2026,2,1,DISCARD,A-KIT,1,0
3501,2026,2,1,DISCARD,A-NF,9,0
3502,2026,2,1,DISCARD,J-CALDECTT,1,0
3503,2026,2,1,DISCARD,J-DVD,3,0
3504,2026,2,1,DISCARD,J-FIC,4,0
3505,2026,2,1,DISCARD,J-GRA,2,0
3506,2026,2,1,DISCARD,J-NF,5,0
3507,2026,2,1,DISCARD,J-PBK,3,0
3508,2026,2,1,DISCARD,J-PIC-BOOK,7,0
3509,2026,2,1,DISCARD,STACKS,1,0
3510,2026,2,1,DISCARD,UNKNOWN,10,0
3511,2026,2,1,DISCARD,YA,2,0
3512,2026,2,1,DISCARD,YA-FIC,1,0
3513,2026,2,1,DISCARD,YA-GRA,1,0
3514,2026,2,1,DISCARD,YA-PBK,1,0
3515,2026,2,1,J-INTERNET,A-FIC,1,3
3516,2026,2,1,J-INTERNET,A-NF,2,0
3517,2026,2,1,JUVENILE,J-FIC,1,0
3518,2026,2,1,PRGMNG,J-GRA,1,0
3519,2026,2,1,STAFF-PERS,A-AUD-CD,1,0
3520,2026,2,1,STAFF-PERS,A-FIC,3,0
3521,2026,2,1,STAFF-PERS,A-LP,1,0
3522,2026,2,1,STAFF-PERS,A-NF,2,1
3523,2026,2,5,ADULT,A-AUD,30,10
3524,2026,2,5,ADULT,A-AUD-CD,41,5
3525,2026,2,5,ADULT,A-AUD-F,1,0
3526,2026,2,5,ADULT,A-BIO,8,1
3527,2026,2,5,ADULT,A-BK-CLUB,4,0
3528,2026,2,5,ADULT,A-CAROL-NF,1,1
3529,2026,2,5,ADULT,A-DVD,156,45
3530,2026,2,5,ADULT,A-DVD-FIC,5,0
3531,2026,2,5,ADULT,A-DVD-TV,9,3
3532,2026,2,5,ADULT,A-FIC,782,235
3533,2026,2,5,ADULT,A-GRA,2,1
3534,2026,2,5,ADULT,A-HOMESCH,20,8
3535,2026,2,5,ADULT,A-HOTSPOT,110,4
3536,2026,2,5,ADULT,A-KIT-HOBB,3,0
3537,2026,2,5,ADULT,A-LEAS-BIO,2,0
3538,2026,2,5,ADULT,A-LEASE-BK,3,0
4107,2026,1,2,DISCARD,A-NF,54,0
3539,2026,2,5,ADULT,A-LEASE-FI,30,7
3540,2026,2,5,ADULT,A-LEASE-LP,10,1
3541,2026,2,5,ADULT,A-LEASE-NF,1,1
3542,2026,2,5,ADULT,A-LITERACY,1,0
3543,2026,2,5,ADULT,A-LP,188,33
3544,2026,2,5,ADULT,A-LP-BIO,1,0
3545,2026,2,5,ADULT,A-LP-FIC,42,6
3546,2026,2,5,ADULT,A-LP-MYS,2,1
3547,2026,2,5,ADULT,A-LP-NF,5,0
3548,2026,2,5,ADULT,A-LP-WEST,4,0
3549,2026,2,5,ADULT,A-MUSIC-CD,1,0
3550,2026,2,5,ADULT,A-MYSTERY,4,2
3551,2026,2,5,ADULT,A-NEWBK,5,1
3552,2026,2,5,ADULT,A-NEWBK-FI,179,36
3553,2026,2,5,ADULT,A-NEWBK-LP,44,6
3554,2026,2,5,ADULT,A-NEWBK-NF,64,22
3555,2026,2,5,ADULT,A-NF,267,118
3556,2026,2,5,ADULT,A-PBK,2,0
3557,2026,2,5,ADULT,A-SC,2,0
3558,2026,2,5,ADULT,A-SFI-FAN,1,0
3559,2026,2,5,ADULT,A-STACKS,1,1
3560,2026,2,5,ADULT,A-VID-GAME,5,1
3561,2026,2,5,ADULT,A-VIS-MEDI,7,3
3562,2026,2,5,ADULT,A-WESTERN,1,0
3563,2026,2,5,ADULT,ILL,15,0
3564,2026,2,5,ADULT,J-AUD,5,0
3565,2026,2,5,ADULT,J-BEGINREA,5,3
3566,2026,2,5,ADULT,J-BIO,6,2
3567,2026,2,5,ADULT,J-BOARD-NF,1,0
3568,2026,2,5,ADULT,J-CALDECTT,21,3
3569,2026,2,5,ADULT,J-CD-BK,1,0
3570,2026,2,5,ADULT,J-DVD,127,63
3571,2026,2,5,ADULT,J-EASY,391,38
3572,2026,2,5,ADULT,J-EASY-F,2,4
3573,2026,2,5,ADULT,J-FIC,244,78
3574,2026,2,5,ADULT,J-GRA,195,21
3575,2026,2,5,ADULT,J-INVESTIN,1,0
3576,2026,2,5,ADULT,J-KIT,4,0
3577,2026,2,5,ADULT,J-NEWBERY,11,4
3578,2026,2,5,ADULT,J-NF,461,103
3579,2026,2,5,ADULT,J-PBK,64,21
3580,2026,2,5,ADULT,J-PIC-BOOK,849,72
3581,2026,2,5,ADULT,J-ROOM,2,1
3582,2026,2,5,ADULT,J-SPA,4,0
3583,2026,2,5,ADULT,J-VIS-MEDI,1,0
3584,2026,2,5,ADULT,T-FIC,3,0
3585,2026,2,5,ADULT,YA,32,4
3586,2026,2,5,ADULT,YA-BLU-RAY,1,0
3587,2026,2,5,ADULT,YA-DVD,1,0
3588,2026,2,5,ADULT,YA-FIC,14,6
3589,2026,2,5,ADULT,YA-GRA,22,2
3590,2026,2,5,ADULT,YA-MANGA,1,0
3591,2026,2,5,ADULT,YA-NF,3,0
3592,2026,2,5,ADULT,YA-PBK,3,0
3593,2026,2,5,ADULT,YA-SCIFIC,1,0
3594,2026,2,5,ADULT,YA-VID-GAM,1,0
3595,2026,2,5,DAMAGED,A-HOTSPOT,11,0
3596,2026,2,5,DAMAGED,A-LP-FIC,1,0
3597,2026,2,5,DAMAGED,A-VID-GAME,1,0
3598,2026,2,5,DAMAGED,J-DVD,1,0
3599,2026,2,5,DAMAGED,J-EASY,1,0
3600,2026,2,5,DAMAGED,J-KIT,1,0
3601,2026,2,5,DAMAGED,J-PIC-BOOK,1,0
3602,2026,2,5,DAMAGED,YA-FIC,1,0
3603,2026,2,5,DISCARD,A-DVD,1,0
3604,2026,2,5,DISCARD,A-FIC,4,0
3605,2026,2,5,DISCARD,A-NF,200,0
3606,2026,2,5,DISCARD,ILL,86,0
3607,2026,2,5,DISCARD,J-DVD,1,0
